cep_origem;latitude_origem;longitude_origem;cep_destino;latitude_destino;longitude_destino
03089-000;-23.5371166;-46.558232200000006;04372-000;-23.6490492;-46.6561561
02069-000;-23.505239899999996;-46.6132771;02210-000;-23.483131600000004;-46.5915896
03937-000;-23.585983600000002;-46.50101189999999;08011-000;-23.4977936;-46.4411451
03478-000;-23.569009299999998;-46.5145079;03572-000;-23.5728721;-46.4983075
04110-000;-23.5836331;-46.6341044;02306-000;-23.4654508;-46.6035839
03111-000;-23.536510800000002;-46.5988079;02440-000;-23.4754777;-46.6482824
02920-000;-23.4911086;-46.7177239;04856-000;-23.764240100000002;-46.694036200000006
02925-000;-23.5008851;-46.69974939999999;05638-000;-23.6060764;-46.743945000000004
03257-000;-23.611393600000003;-46.528966100000005;05346-000;-23.551111499999998;-46.7401002
05351-000;-23.5587451;-46.76027029999999;04369-000;-23.6537014;-46.6646451
02474-000;-23.477487300000004;-46.6544047;04203-000;-23.5839581;-46.6077091
04362-000;-23.6422477;-46.66718;01139-000;-23.5178131;-46.6741555
05037-000;-23.514826899999996;-46.686229;04403-000;-23.6675761;-46.6594405
01309-000;-23.5569581;-46.65896770000001;04561-000;-23.6091526;-46.684666299999996
01127-000;-23.5242667;-46.64021779999999;01307-000;-23.5549068;-46.6554605
04167-000;-23.632881;-46.6125018;05726-000;-23.6195342;-46.73485609999999
02330-000;-23.4815207;-46.62194849999999;05541-000;-23.5884137;-46.74307659999999
03423-000;-23.552563600000003;-46.5430346;05363-000;-23.572941600000004;-46.747817700000006
01543-000;-23.5752538;-46.623067299999995;04041-000;-23.6013552;-46.6397316
03402-000;-23.542047600000004;-46.5489521;05541-000;-23.5884137;-46.74307659999999
04180-000;-23.6373767;-46.5949831;05406-000;-23.557775399999997;-46.6780114
01021-000;-23.5449428;-46.6323695;05847-000;-23.653385500000002;-46.74905829999999
04143-000;-23.6206338;-46.633139299999996;03057-000;-23.5422671;-46.598088700000005
05171-000;-23.477853500000002;-46.747953100000004;04006-000;-23.5777562;-46.6476041
04470-000;-23.7144974;-46.653637200000006;03448-000;-23.552768899999997;-46.5215264
01529-000;-23.5675926;-46.6337305;01506-000;-23.5593186;-46.6349802
05115-000;-23.5106825;-46.7520809;05338-000;-23.5555667;-46.749058500000004
02423-000;-23.469236;-46.63297;05004-000;-23.5331112;-46.664076200000004
01552-000;-23.570689399999996;-46.6109932;05267-000;-23.4411037;-46.7959537
03201-000;-23.604634899999997;-46.568427899999996;02802-000;-23.487966399999998;-46.6964938
04447-000;-23.692491699999998;-46.6611625;04359-000;-23.640783600000002;-46.6546708
03449-000;-23.556289899999996;-46.525422999999996;05658-000;-23.6036433;-46.72246699999999
03633-000;-23.529278;-46.5471732;08070-000;-23.4959432;-46.45973529999999
08270-000;-23.5681771;-46.46865589999999;02403-000;-23.4945331;-46.6274206
02990-000;-23.4311006;-46.72542979999999;03582-000;-23.5539966;-46.49650399999999
08051-000;-23.5154607;-46.46421309999999;04814-000;-23.720435000000002;-46.6741555
04164-000;-23.625542199999998;-46.609731200000006;04297-000;-23.6317848;-46.6046343
02152-000;-23.4919543;-46.5845717;05786-000;-23.6467713;-46.7635879
04547-000;-23.6015892;-46.67552979999999;05412-000;-23.5632688;-46.6756369
04455-000;-23.6807482;-46.67657;03225-000;-23.584076800000002;-46.5595184
01026-000;-23.539405600000002;-46.63278769999999;04736-000;-23.6490664;-46.700222100000005
05527-000;-23.598562;-46.754617700000004;03527-000;-23.558566;-46.5137027
02136-000;-23.498731600000003;-46.5826396;03133-000;-23.5858581;-46.5843358
04311-000;-23.633986;-46.637952500000004;05074-000;-23.5189742;-46.7048158
04459-000;-23.6941808;-46.672344700000004;03184-000;-23.568577800000003;-46.5909925
03281-000;-23.581961800000002;-46.552287299999996;03690-000;-23.527349800000003;-46.4790647
03434-000;-23.5579449;-46.5327214;05570-000;-23.6037456;-46.793786499999996
05563-000;-23.6038396;-46.7835269;04041-000;-23.6013552;-46.6397316
03946-000;-23.5973393;-46.4882764;03502-000;-23.5353301;-46.5407659
03515-000;-23.5381596;-46.5279816;03430-000;-23.548882100000004;-46.538529499999996
03311-000;-23.547731699999996;-46.5635172;02435-000;-23.480772199999997;-46.6384544
03660-000;-23.522018;-46.5093531;01425-000;-23.5725949;-46.6585203
03687-000;-23.529474800000003;-46.487628799999996;04412-000;-23.672673899999996;-46.6456344
03683-000;-23.521686;-46.4807749;01218-000;-23.531614;-46.64338129999999
02017-000;-23.5000629;-46.6302681;05458-000;-23.5503027;-46.707767700000005
02318-000;-23.449708899999997;-46.587312299999994;01222-000;-23.5430134;-46.64113099999999
02116-000;-23.522351800000003;-46.5872261;05844-000;-23.6513986;-46.741719700000004
02854-000;-23.458472399999998;-46.697457299999996;05171-000;-23.477853500000002;-46.747953100000004
04016-000;-23.5857094;-46.63831679999999;04941-000;-23.6974206;-46.7790973
08280-000;-23.557155899999998;-46.466515799999996;02535-000;-23.4975937;-46.65182720000001
03515-000;-23.5381596;-46.5279816;04582-000;-23.6203372;-46.68924819999999
03737-000;-23.5074858;-46.513135;02213-000;-23.495413199999998;-46.5872156
03471-000;-23.568344800000002;-46.5190613;03386-000;-23.580819199999997;-46.5276954
03275-000;-23.590130600000002;-46.5522611;04542-000;-23.588834;-46.6828144
03270-000;-23.6004604;-46.520452299999995;03567-000;-23.540812399999997;-46.4861866
03188-000;-23.5622355;-46.577310600000004;02992-000;-23.4518799;-46.730604
03077-000;-23.5318311;-46.580305200000005;04542-000;-23.588834;-46.6828144
02557-000;-23.4991307;-46.6735519;02079-000;-23.499387699999996;-46.603491399999996
04883-000;-23.8098035;-46.7357609;03059-000;-23.5386881;-46.5915304
04776-000;-23.6800642;-46.70624129999999;03057-000;-23.5422671;-46.598088700000005
02808-000;-23.4697454;-46.7013179;02220-000;-23.4923468;-46.581895
04240-000;-23.6205328;-46.585396100000004;04543-000;-23.5901692;-46.68049370000001
03402-000;-23.542047600000004;-46.5489521;01411-000;-23.5637295;-46.6638953
03905-000;-23.5789139;-46.5144605;04844-000;-23.7495753;-46.703136799999996
03682-000;-23.519291100000004;-46.480892299999994;01516-000;-23.556755499999998;-46.620304299999994
02532-000;-23.4966587;-46.6596646;05842-000;-23.6513986;-46.741719700000004
03654-000;-23.5250428;-46.5177318;03346-000;-23.5599918;-46.5724255
08265-000;-23.5723919;-46.452324700000005;05767-000;-23.6283266;-46.7606804
05303-000;-23.528672699999998;-46.7297698;05021-000;-23.5326785;-46.6844178
04918-000;-23.689047100000003;-46.7418047;05015-000;-23.5377345;-46.67189219999999
03573-000;-23.556955399999996;-46.511816700000004;02260-000;-23.4708897;-46.5802801
04821-000;-23.7261738;-46.6838141;01239-000;-23.5472361;-46.653796299999996
04106-000;-23.5805454;-46.6339889;04564-000;-23.612962300000003;-46.6856253
04890-000;-23.8188252;-46.730462599999996;04050-000;-23.6070652;-46.642653100000004
02072-000;-23.4999826;-46.6110152;05615-000;-23.5889181;-46.7176244
04753-000;-23.651162;-46.7090565;04582-000;-23.6203372;-46.68924819999999
05763-000;-23.6431842;-46.7619836;04202-000;-23.5798832;-46.6061602
02017-000;-23.5000629;-46.6302681;01309-000;-23.5569581;-46.65896770000001
01543-000;-23.5752538;-46.623067299999995;02282-000;-23.439835600000002;-46.56562520000001
02227-000;-23.479626100000004;-46.5722508;04363-000;-23.6482796;-46.669374
01512-000;-23.5539527;-46.6311295;04066-000;-23.6109183;-46.6488314
04113-000;-23.5842921;-46.62654860000001;02019-000;-23.4984698;-46.6285805
02350-000;-23.4585273;-46.61990429999999;05541-000;-23.5884137;-46.74307659999999
05376-000;-23.5773687;-46.7651721;04619-000;-23.620162399999998;-46.67944910000001
08161-000;-23.5014931;-46.41515829999999;04376-000;-23.6577503;-46.656654100000004
02721-000;-23.471459399999997;-46.6665266;01046-000;-23.546314000000002;-46.64368289999999
04776-000;-23.6800642;-46.70624129999999;05055-000;-23.5336702;-46.7027253
05049-000;-23.526771;-46.700700700000006;04042-000;-23.6025765;-46.638046700000004
03316-000;-23.543055600000002;-46.56689;04367-000;-23.6518828;-46.6652287
08320-000;-23.6244728;-46.4758366;04417-000;-23.6788078;-46.634936700000004
01549-000;-23.5752973;-46.6159858;01239-000;-23.5472361;-46.653796299999996
03476-000;-23.572284399999997;-46.5142096;05420-000;-23.564739000000003;-46.6906267
04313-000;-23.6395034;-46.6404461;02013-000;-23.5025718;-46.6273021
05041-000;-23.523901100000003;-46.69513629999999;02247-000;-23.4894914;-46.6004466
02330-000;-23.4815207;-46.62194849999999;01327-000;-23.5533104;-46.646942200000005
02350-000;-23.4585273;-46.61990429999999;03451-000;-23.5643785;-46.5138065
08021-000;-23.4977936;-46.4411451;04078-000;-23.606152899999998;-46.6590677
05116-000;-23.5122465;-46.7472719;03088-000;-23.5277432;-46.5611867
02069-000;-23.505239899999996;-46.6132771;03573-000;-23.556955399999996;-46.511816700000004
05351-000;-23.5587451;-46.76027029999999;01232-000;-23.536534;-46.65592279999999
04144-000;-23.6183866;-46.6354633;05442-000;-23.543121399999997;-46.69833879999999
02737-000;-23.488992800000002;-46.6892778;03336-000;-23.5541189;-46.560647700000004
03733-000;-23.5116736;-46.52692649999999;04671-000;-23.653649100000003;-46.684566100000005
03515-000;-23.5381596;-46.5279816;02802-000;-23.487966399999998;-46.6964938
08331-000;-23.6104872;-46.4724283;04929-000;-23.6971489;-46.76002080000001
02404-000;-23.4914859;-46.629399799999995;05707-000;-23.635485;-46.72488380000001
01543-000;-23.5752538;-46.623067299999995;02808-000;-23.4697454;-46.7013179
04846-000;-23.7570314;-46.67657;01041-000;-23.543476300000002;-46.6402144
03378-000;-23.570835;-46.54151969999999;02410-000;-23.4758677;-46.6236506
05639-000;-23.6091;-46.739991499999995;04809-000;-23.7159508;-46.69755749999999
04805-000;-23.7153858;-46.702532899999994;02013-000;-23.5025718;-46.6273021
02417-000;-23.4981763;-46.6261221;04125-000;-23.6000766;-46.621714600000004
05869-000;-23.6776087;-46.7806285;04560-000;-23.614009600000003;-46.683567100000005
04054-000;-23.616044;-46.6429234;04288-000;-23.6113478;-46.6137321
05376-000;-23.5773687;-46.7651721;03349-000;-23.5665625;-46.5617682
04846-000;-23.7570314;-46.67657;02174-000;-23.523010199999998;-46.572374100000005
02441-000;-23.4722266;-46.640257500000004;04006-000;-23.5777562;-46.6476041
02227-000;-23.479626100000004;-46.5722508;04082-000;-23.6101113;-46.6637799
08220-000;-23.5367422;-46.46762400000001;05842-000;-23.6513986;-46.741719700000004
08370-000;-23.588210800000002;-46.4344996;05047-000;-23.526018399999998;-46.695218700000005
03324-000;-23.549224399999996;-46.56804279999999;05634-000;-23.605718300000003;-46.7373273
03476-000;-23.572284399999997;-46.5142096;04943-000;-23.7029886;-46.7850719
03821-000;-23.4890401;-46.5030656;02435-000;-23.480772199999997;-46.6384544
03424-000;-23.550636100000002;-46.540859000000005;04812-000;-23.7185026;-46.6917771
04251-000;-23.6255241;-46.598556200000004;01135-000;-23.5232514;-46.6528609
04024-000;-23.5940537;-46.643601600000004;02435-000;-23.480772199999997;-46.6384544
04854-000;-23.7676385;-46.694887;05020-000;-23.533673699999998;-46.6832955
03316-000;-23.543055600000002;-46.56689;05563-000;-23.6038396;-46.7835269
03874-000;-23.5118682;-46.495594700000005;03816-000;-23.4869358;-46.4885919
03313-000;-23.5492299;-46.5583982;02035-000;-23.5039521;-46.6213446
03907-000;-23.586615300000002;-46.5077454;05083-000;-23.5328945;-46.7168615
03081-000;-23.5340347;-46.5746603;03342-000;-23.561384699999998;-46.5608647
02201-000;-23.4855348;-46.5922002;03204-000;-23.595589;-46.556574299999994
04363-000;-23.6482796;-46.669374;04134-000;-23.6083611;-46.6219005
02462-000;-23.493061899999997;-46.640398499999996;04141-000;-23.608222100000003;-46.6291009
05055-000;-23.5336702;-46.7027253;01141-000;-23.569398899999996;-46.646620500000004
08220-000;-23.5367422;-46.46762400000001;01138-000;-23.5220315;-46.6552394
03257-000;-23.611393600000003;-46.528966100000005;02844-000;-23.473835600000005;-46.688163
04308-000;-23.635409;-46.6413472;02256-000;-23.4754203;-46.58719
03940-000;-23.5915802;-46.4999995;01415-000;-23.5534628;-46.65831379999999
04853-000;-23.769178;-46.6795727;03810-000;-23.4866223;-46.4787744
04846-000;-23.7570314;-46.67657;01411-000;-23.5637295;-46.6638953
03633-000;-23.529278;-46.5471732;03333-000;-23.5552839;-46.5736133
04459-000;-23.6941808;-46.672344700000004;01532-000;-23.5699585;-46.63577739999999
05729-000;-23.6424848;-46.74137279999999;04004-000;-23.5739016;-46.6466636
05864-000;-23.6585057;-46.7600597;02402-000;-23.4981575;-46.62575589999999
05798-000;-23.656881100000003;-46.767801399999996;05019-000;-23.5333315;-46.6812918
04904-000;-23.6702544;-46.735504399999996;03877-000;-23.5108774;-46.491853799999994
02218-000;-23.486616100000003;-46.584663299999995;05010-000;-23.5381495;-46.6752459
03613-000;-23.5183223;-46.5340162;05420-000;-23.564739000000003;-46.6906267
08295-000;-23.547291199999997;-46.45012020000001;03320-000;-23.546272899999998;-46.5641488
01238-000;-23.543557800000002;-46.6567873;04021-000;-23.5937469;-46.641518
05330-000;-23.5432281;-46.7500461;01232-000;-23.536534;-46.65592279999999
04069-000;-23.6254052;-46.64534219999999;05628-000;-23.5983247;-46.731041
04016-000;-23.5857094;-46.63831679999999;01234-000;-23.545074;-46.568769200000006
01022-000;-23.5448448;-46.6334325;04143-000;-23.6206338;-46.633139299999996
02405-000;-23.488301800000002;-46.632922799999996;04533-000;-23.5826376;-46.674069700000004
03139-000;-23.586177;-46.5896669;04154-000;-23.6286433;-46.62209910000001
03542-000;-23.5299443;-46.51494659999999;05317-000;-23.540429;-46.732603600000004
01508-000;-23.561553200000002;-46.63584609999999;02611-000;-23.471459399999997;-46.6665266
08062-000;-23.5085486;-46.473481400000004;03261-000;-23.584811399999996;-46.5511723
04904-000;-23.6702544;-46.735504399999996;03509-000;-23.5340572;-46.5301028
04846-000;-23.7570314;-46.67657;04344-000;-23.6343087;-46.6443228
03937-000;-23.585983600000002;-46.50101189999999;04547-000;-23.6015892;-46.67552979999999
03905-000;-23.5789139;-46.5144605;05083-000;-23.5328945;-46.7168615
03623-000;-23.518981;-46.5170641;04568-000;-23.612366100000003;-46.6875304
03132-000;-23.5858581;-46.5843358;01531-000;-23.5715228;-46.6313181
04727-000;-23.6415701;-46.71451889999999;05433-000;-23.5538359;-46.6904554
04475-000;-23.6981526;-46.6407805;03647-000;-23.526272100000003;-46.52832120000001
01426-000;-23.5647685;-46.66693490000001;03333-000;-23.5552839;-46.5736133
05330-000;-23.5432281;-46.7500461;08280-000;-23.557155899999998;-46.466515799999996
03319-000;-23.5451718;-46.5640365;04209-000;-23.5829049;-46.600829499999996
03280-000;-23.5847646;-46.53667009999999;05415-000;-23.5650402;-46.6809885
03690-000;-23.527349800000003;-46.4790647;04028-000;-23.6115177;-46.6695031
03122-000;-23.568577800000003;-46.5909925;01156-000;-23.528102899999997;-46.6662922
01238-000;-23.543557800000002;-46.6567873;05162-000;-23.4796698;-46.7562396
04833-000;-23.7383177;-46.70028920000001;05541-000;-23.5884137;-46.74307659999999
04661-000;-23.657746600000003;-46.6789846;04101-000;-23.5741677;-46.640412299999994
03737-000;-23.5074858;-46.513135;03171-000;-23.5497004;-46.5960461
02464-000;-23.4960923;-46.6433531;03735-000;-23.508860300000002;-46.518986600000005
08021-000;-23.4977936;-46.4411451;08220-000;-23.5367422;-46.46762400000001
05542-000;-23.5867992;-46.7503093;01530-000;-23.569494600000002;-46.6308205
03607-000;-23.520630399999998;-46.5440289;04760-000;-23.6654742;-46.71220719999999
03125-000;-23.5704815;-46.5876009;08050-000;-23.504139300000002;-46.4467791
01306-000;-23.5511552;-46.648207299999996;01308-000;-23.556434699999997;-46.6530153
04816-000;-23.7052401;-46.68550140000001;04447-000;-23.692491699999998;-46.6611625
04776-000;-23.6800642;-46.70624129999999;05027-000;-23.5337238;-46.6929631
08151-000;-23.5076249;-46.4044739;02402-000;-23.4981575;-46.62575589999999
03581-000;-23.552807;-46.4975467;01333-000;-23.558284;-46.656273600000006
04042-000;-23.6025765;-46.638046700000004;04777-000;-23.692217499999998;-46.6958899
02225-000;-23.4923468;-46.581895;03275-000;-23.590130600000002;-46.5522611
08042-000;-23.508967000000002;-46.4389261;04002-000;-23.569676;-46.648120899999995
05711-000;-23.6110419;-46.7445093;04715-000;-23.6367564;-46.692886200000004
03225-000;-23.584076800000002;-46.5595184;02055-000;-23.5143654;-46.60759609999999
08032-000;-23.5151618;-46.42423410000001;01308-000;-23.556434699999997;-46.6530153
08062-000;-23.5085486;-46.473481400000004;05308-000;-23.526827100000002;-46.7418047
03460-000;-23.5667;-46.514519299999996;03735-000;-23.508860300000002;-46.518986600000005
01306-000;-23.5511552;-46.648207299999996;02937-000;-23.4828877;-46.7205547
04142-000;-23.610857;-46.637623600000005;08050-000;-23.504139300000002;-46.4467791
08295-000;-23.547291199999997;-46.45012020000001;05331-000;-23.5453359;-46.7497701
05407-000;-23.5561471;-46.67921940000001;05417-000;-23.564576100000004;-46.6867796
03275-000;-23.590130600000002;-46.5522611;05726-000;-23.6195342;-46.73485609999999
05140-000;-23.4907962;-46.7254881;04531-000;-23.5810457;-46.675657799999996
05778-000;-23.6418031;-46.74865629999999;05572-000;-23.5960753;-46.7956268
01512-000;-23.5539527;-46.6311295;04205-000;-23.5810908;-46.605915700000004
02234-000;-23.479983100000002;-46.5698414;03631-000;-23.5311837;-46.5494408
08081-000;-23.4878708;-46.4210773;08120-000;-23.5002972;-46.3936691
01552-000;-23.570689399999996;-46.6109932;02436-000;-23.478164800000002;-46.6340228
08240-000;-23.526460999999998;-46.4455459;03070-000;-23.5373909;-46.5639316
02881-000;-23.466275;-46.6755374;04119-000;-23.592943899999998;-46.6351992
08372-000;-23.600496600000003;-46.4360244;05356-000;-23.562901899999996;-46.753350700000006
08120-000;-23.5002972;-46.3936691;05679-000;-23.6010424;-46.7030831
01221-000;-23.545008600000003;-46.643566899999996;04139-000;-23.6049427;-46.634936700000004
04046-000;-23.6094836;-46.6380689;04543-000;-23.5901692;-46.68049370000001
03168-000;-23.5497004;-46.5960461;02402-000;-23.4981575;-46.62575589999999
02552-000;-23.500356699999998;-46.6626316;05041-000;-23.523901100000003;-46.69513629999999
08090-000;-23.4822801;-46.4313554;05017-000;-23.5419693;-46.6833889
