cep_origem;latitude_origem;longitude_origem;cep_destino;latitude_destino;longitude_destino
04508-000;-23.5931094;-46.668090899999996;01522-000;-23.558826500000002;-46.615351200000006
03907-000;-23.586615300000002;-46.5077454;02357-000;-23.4421337;-46.6102146
05379-000;-23.5667101;-46.75392249999999;03061-000;-23.5411689;-46.585665999999996
03480-000;-23.5777393;-46.5078902;04689-000;-23.6693518;-46.692415600000004
02678-000;-23.4554042;-46.6560154;08210-000;-23.5435089;-46.45333970000001
05586-000;-23.573300500000002;-46.7273775;03734-000;-23.5075125;-46.5285616
01512-000;-23.5539527;-46.6311295;04456-000;-23.6851294;-46.6771736
05537-000;-23.5871543;-46.7351565;01154-000;-23.5324128;-46.6589046
08220-000;-23.5367422;-46.46762400000001;02129-000;-23.5016919;-46.5880809
03518-000;-23.5450102;-46.5250194;05411-000;-23.5560427;-46.679588200000005
03820-000;-23.4890401;-46.5030656;08375-000;-23.5967274;-46.46574570000001
02043-000;-23.491426500000003;-46.614133100000004;05577-000;-23.577614699999998;-46.7243724
02017-000;-23.5000629;-46.6302681;08210-000;-23.5435089;-46.45333970000001
02460-000;-23.491554500000003;-46.6364297;05042-000;-23.524913100000003;-46.6991169
03633-000;-23.529278;-46.5471732;05444-000;-23.557202800000002;-46.6980057
03963-000;-23.609306600000004;-46.48256199999999;04612-000;-23.619694100000004;-46.663273
02987-000;-23.4302321;-46.713035700000006;03581-000;-23.552807;-46.4975467
03274-000;-23.576575899999998;-46.55659170000001;03731-000;-23.5087485;-46.534426399999994
03984-000;-23.606901999999998;-46.5094925;04140-000;-23.607492699999998;-46.633682799999995
03661-000;-23.524941100000003;-46.501422999999996;05684-000;-23.608157000000002;-46.70706269999999
03425-000;-23.551069899999998;-46.53856649999999;04063-000;-23.60539;-46.6536008
03937-000;-23.585983600000002;-46.50101189999999;08120-000;-23.5002972;-46.3936691
01235-000;-23.5376505;-46.66484089999999;04864-000;-23.7670067;-46.7211277
03150-000;-23.581913;-46.59102439999999;03622-000;-23.520390399999997;-46.5203227
02845-000;-23.4668599;-46.6922115;08225-000;-23.5219023;-46.4526581
04846-000;-23.7570314;-46.67657;02452-000;-23.503277999999998;-46.6421547
03287-000;-23.594804999999997;-46.534862100000005;08122-000;-23.496390899999998;-46.38253710000001
02201-000;-23.4855348;-46.5922002;03583-000;-23.5547079;-46.49357149999999
03933-000;-23.584215;-46.496410100000006;04741-000;-23.650104100000004;-46.6964938
03126-000;-23.581913;-46.59102439999999;05182-000;-23.4509866;-46.7459221
04618-000;-23.626813600000002;-46.67787740000001;03192-000;-23.566570600000002;-46.5879757
08062-000;-23.5085486;-46.473481400000004;08150-000;-23.5188359;-46.410341100000004
05537-000;-23.5871543;-46.7351565;04533-000;-23.5826376;-46.674069700000004
03568-000;-23.5430935;-46.4807749;05409-000;-23.5586809;-46.6748032
04941-000;-23.6974206;-46.7790973;02130-000;-23.507854100000003;-46.584836100000004
02245-000;-23.4834837;-46.60600720000001;02318-000;-23.449708899999997;-46.587312299999994
01531-000;-23.5715228;-46.6313181;04089-000;-23.6053716;-46.6592823
08051-000;-23.5154607;-46.46421309999999;03066-000;-23.5377129;-46.5748489
01229-000;-23.5398857;-46.6597367;04624-000;-23.629151699999998;-46.6687971
03978-000;-23.616174800000003;-46.502007;04368-000;-23.6571052;-46.6651023
02881-000;-23.466275;-46.6755374;05093-000;-23.517487600000003;-46.7184721
08280-000;-23.557155899999998;-46.466515799999996;08441-000;-23.5274073;-46.4032732
08460-000;-23.5459902;-46.4029025;05869-000;-23.6776087;-46.7806285
08340-000;-23.5986079;-46.4644024;04513-000;-23.5976017;-46.6727025
03424-000;-23.550636100000002;-46.540859000000005;05618-000;-23.5898872;-46.722174700000004
02990-000;-23.4311006;-46.72542979999999;02452-000;-23.503277999999998;-46.6421547
04776-000;-23.6800642;-46.70624129999999;04040-000;-23.5996082;-46.6363934
03936-000;-23.590162699999997;-46.496410100000006;05750-000;-23.615213;-46.74905829999999
05409-000;-23.5586809;-46.6748032;03454-000;-23.5667201;-46.5103388
01129-000;-23.5233212;-46.645051200000005;01409-000;-23.563612600000003;-46.659910499999995
05726-000;-23.6195342;-46.73485609999999;05019-000;-23.5333315;-46.6812918
04046-000;-23.6094836;-46.6380689;03694-000;-23.539846100000002;-46.47656629999999
02136-000;-23.498731600000003;-46.5826396;03244-000;-23.601001999999998;-46.5394541
02433-000;-23.4981763;-46.6261221;03966-000;-23.5995387;-46.4785148
04195-000;-23.6569719;-46.61322879999999;01415-000;-23.5534628;-46.65831379999999
05408-000;-23.556033600000003;-46.6792575;04534-000;-23.583625;-46.671177
03254-000;-23.611393600000003;-46.528966100000005;03533-000;-23.549141600000002;-46.5084406
03215-000;-23.6082789;-46.5576499;05024-000;-23.5313327;-46.687177399999996
03937-000;-23.585983600000002;-46.50101189999999;04734-000;-23.6486831;-46.7029558
05577-000;-23.577614699999998;-46.7243724;08250-000;-23.5492773;-46.436055100000004
04144-000;-23.6183866;-46.6354633;05003-000;-23.528102899999997;-46.6662922
02017-000;-23.5000629;-46.6302681;04739-000;-23.6463908;-46.7004232
08370-000;-23.588210800000002;-46.4344996;02435-000;-23.480772199999997;-46.6384544
04273-000;-23.5962215;-46.6170688;08285-000;-23.5545398;-46.4808621
05337-000;-23.5506872;-46.751465100000004;04675-000;-23.6639287;-46.6916631
03944-000;-23.6014749;-46.493300899999994;04363-000;-23.6482796;-46.669374
02532-000;-23.4966587;-46.6596646;03622-000;-23.520390399999997;-46.5203227
02421-000;-23.4744306;-46.63473399999999;04603-000;-23.629902800000004;-46.687042
03535-000;-23.5406685;-46.513146500000005;02460-000;-23.491554500000003;-46.6364297
03372-000;-23.5671826;-46.556344;01411-000;-23.5637295;-46.6638953
03215-000;-23.6082789;-46.5576499;03732-000;-23.509199399999996;-46.53335939999999
01309-000;-23.5569581;-46.65896770000001;05466-000;-23.550872100000003;-46.7178609
08120-000;-23.5002972;-46.3936691;01418-000;-23.5655598;-46.654542299999996
08270-000;-23.5681771;-46.46865589999999;04293-000;-23.620402600000002;-46.61081739999999
04816-000;-23.7052401;-46.68550140000001;05516-000;-23.581152499999998;-46.7180773
03156-000;-23.5811754;-46.5698414;01415-000;-23.5534628;-46.65831379999999
05415-000;-23.5650402;-46.6809885;01327-000;-23.5533104;-46.646942200000005
02019-000;-23.4984698;-46.6285805;04794-000;-23.6265466;-46.7102845
05131-000;-23.501592000000002;-46.7428037;04726-000;-23.6410851;-46.7116949
08031-000;-23.515580399999997;-46.4193618;02518-000;-23.5094116;-46.664815600000004
04054-000;-23.616044;-46.6429234;08061-000;-23.502056;-46.4638334
03447-000;-23.5530117;-46.52496420000001;05126-000;-23.5029985;-46.7401006
02530-000;-23.5007826;-46.65773100000001;01403-000;-23.569487300000002;-46.6541838
03905-000;-23.5789139;-46.5144605;05185-000;-23.4426075;-46.746640299999996
05019-000;-23.5333315;-46.6812918;02554-000;-23.5003165;-46.66910130000001
04105-000;-23.5783694;-46.6388074;04724-000;-23.6463165;-46.7072802
03874-000;-23.5118682;-46.495594700000005;05412-000;-23.5632688;-46.6756369
02189-000;-23.508013300000002;-46.5689954;08160-000;-23.5034425;-46.4112724
03917-000;-23.5858756;-46.5215974;01403-000;-23.569487300000002;-46.6541838
04917-000;-23.6891723;-46.74905829999999;05684-000;-23.608157000000002;-46.70706269999999
04243-000;-23.6261313;-46.58659;02017-000;-23.5000629;-46.6302681
02876-000;-23.4487513;-46.6913256;01534-000;-23.5690497;-46.62695120000001
02469-000;-23.4855797;-46.6435293;02078-000;-23.5024455;-46.59567979999999
03905-000;-23.5789139;-46.5144605;03156-000;-23.5811754;-46.5698414
02450-000;-23.4960289;-46.6366467;04194-000;-23.635277;-46.615602700000004
01011-000;-23.545391100000003;-46.6348243;01541-000;-23.569502;-46.6190951
01022-000;-23.5448448;-46.6334325;04317-000;-23.6430666;-46.634936700000004
05077-000;-23.5193722;-46.7212763;01416-000;-23.5582407;-46.6657133
03921-000;-23.5923018;-46.51660210000001;04362-000;-23.6422477;-46.66718
04363-000;-23.6482796;-46.669374;01532-000;-23.5699585;-46.63577739999999
08240-000;-23.526460999999998;-46.4455459;08050-000;-23.504139300000002;-46.4467791
04047-000;-23.6070329;-46.6409684;01230-000;-23.53611;-46.6569622
03340-000;-23.564318300000004;-46.559000399999995;05409-000;-23.5586809;-46.6748032
03737-000;-23.5074858;-46.513135;03276-000;-23.5775878;-46.5484505
05088-000;-23.522285500000002;-46.72725820000001;05351-000;-23.5587451;-46.76027029999999
05468-000;-23.5387546;-46.716845500000005;05124-000;-23.5054813;-46.7370972
02214-000;-23.49279;-46.5866727;04269-000;-23.592554500000002;-46.612517499999996
04006-000;-23.5777562;-46.6476041;04501-000;-23.6115177;-46.6695031
02435-000;-23.480772199999997;-46.6384544;05460-000;-23.5501464;-46.71131079999999
04106-000;-23.5805454;-46.6339889;01419-000;-23.5699548;-46.6462049
08051-000;-23.5154607;-46.46421309999999;01415-000;-23.5534628;-46.65831379999999
03607-000;-23.520630399999998;-46.5440289;02302-000;-23.4803;-46.617022999999996
04833-000;-23.7383177;-46.70028920000001;04301-000;-23.6219797;-46.63050629999999
03066-000;-23.5377129;-46.5748489;05417-000;-23.564576100000004;-46.6867796
04854-000;-23.7676385;-46.694887;02434-000;-23.4838974;-46.639762
03905-000;-23.5789139;-46.5144605;02310-000;-23.475786300000003;-46.603137200000006
02521-000;-23.502504300000002;-46.663293200000005;08260-000;-23.5761294;-46.444494799999994
03424-000;-23.550636100000002;-46.540859000000005;05401-000;-23.5574866;-46.6664656
04846-000;-23.7570314;-46.67657;04119-000;-23.592943899999998;-46.6351992
02417-000;-23.4981763;-46.6261221;05036-000;-23.5163686;-46.6905783
02122-000;-23.5061454;-46.5906823;05542-000;-23.5867992;-46.7503093
03112-000;-23.5497004;-46.5960461;04552-000;-23.5940202;-46.686024100000004
03515-000;-23.5381596;-46.5279816;03283-000;-23.59056;-46.53770309999999
04458-000;-23.688489999999998;-46.6718463;03681-000;-23.5232366;-46.487880600000004
03934-000;-23.590534100000003;-46.501667499999996;04904-000;-23.6702544;-46.735504399999996
03077-000;-23.5318311;-46.580305200000005;04514-000;-23.6005164;-46.6723266
02022-000;-23.507696600000003;-46.637952500000004;02308-000;-23.472992;-46.603486600000004
08130-000;-23.5063803;-46.3663941;05767-000;-23.6283266;-46.7606804
03188-000;-23.5622355;-46.577310600000004;03968-000;-23.6026775;-46.473347600000004
02998-000;-23.432907699999998;-46.7357609;05412-000;-23.5632688;-46.6756369
02517-000;-23.5085924;-46.661469200000006;01222-000;-23.5430134;-46.64113099999999
03937-000;-23.585983600000002;-46.50101189999999;04517-000;-23.6058219;-46.672652500000005
03195-000;-23.566570600000002;-46.5879757;04107-000;-23.5811883;-46.634944299999994
03312-000;-23.5437272;-46.5614093;04560-000;-23.614009600000003;-46.683567100000005
02054-000;-23.5143654;-46.60759609999999;03166-000;-23.5497004;-46.5960461
08220-000;-23.5367422;-46.46762400000001;03379-000;-23.5761467;-46.5358623
03402-000;-23.542047600000004;-46.5489521;04017-000;-23.5890897;-46.63752299999999
01011-000;-23.545391100000003;-46.6348243;04848-000;-23.73551;-46.67294829999999
08161-000;-23.5014931;-46.41515829999999;04739-000;-23.6463908;-46.7004232
03425-000;-23.551069899999998;-46.53856649999999;08440-000;-23.534416;-46.41540620000001
02517-000;-23.5085924;-46.661469200000006;01319-000;-23.552643399999997;-46.6421748
05171-000;-23.477853500000002;-46.747953100000004;08021-000;-23.4977936;-46.4411451
05337-000;-23.5506872;-46.751465100000004;04708-000;-23.631129100000003;-46.692371200000004
01127-000;-23.5242667;-46.64021779999999;03207-000;-23.600309600000003;-46.5624554
03924-000;-23.6002014;-46.511939700000006;04387-000;-23.6628389;-46.6524305
04419-000;-23.6860254;-46.6402465;04515-000;-23.6016424;-46.6639981
03058-000;-23.537906399999997;-46.58828200000001;04530-000;-23.5840174;-46.673654799999994
04284-000;-23.6094543;-46.6032482;05520-000;-23.589424800000003;-46.72932479999999
04854-000;-23.7676385;-46.694887;05363-000;-23.572941600000004;-46.747817700000006
05095-000;-23.5125097;-46.718601899999996;01222-000;-23.5430134;-46.64113099999999
02721-000;-23.471459399999997;-46.6665266;05335-000;-23.5512567;-46.7487855
02186-000;-23.5139547;-46.5687675;03138-000;-23.587825600000002;-46.5802055
08250-000;-23.5492773;-46.436055100000004;05011-000;-23.5423967;-46.67157
03813-000;-23.4890349;-46.4739139;02127-000;-23.5061454;-46.5906823
08070-000;-23.4959432;-46.45973529999999;02223-000;-23.4805192;-46.578274900000004
03113-000;-23.562102199999998;-46.5978592;05302-000;-23.529871399999998;-46.7277481
05140-000;-23.4907962;-46.7254881;02336-000;-23.4803;-46.617022999999996
04904-000;-23.6702544;-46.735504399999996;01419-000;-23.5699548;-46.6462049
03324-000;-23.549224399999996;-46.56804279999999;03943-000;-23.6023787;-46.48715079999999
02352-000;-23.4542483;-46.5967496;04532-000;-23.583260600000003;-46.676136299999996
08120-000;-23.5002972;-46.3936691;01456-000;-23.5755225;-46.69281289999999
02041-000;-23.4921174;-46.61804179999999;03116-000;-23.5665408;-46.58807849999999
02050-000;-23.515890399999996;-46.611927;02915-000;-23.5024138;-46.7055527
08280-000;-23.557155899999998;-46.466515799999996;08280-000;-23.557155899999998;-46.466515799999996
03461-000;-23.571331699999998;-46.525954;05831-000;-23.671430800000003;-46.74646449999999
08110-000;-23.4972827;-46.402072600000004;01252-000;-23.5406508;-46.6824559
03603-000;-23.5233956;-46.5503256;04445-000;-23.680063699999998;-46.6860906
03125-000;-23.5704815;-46.5876009;02472-000;-23.4799674;-46.6553403
05008-000;-23.5385451;-46.6690123;02374-000;-23.4543488;-46.6235757
05128-000;-23.4912352;-46.7413989;02736-000;-23.4899064;-46.6912641
02119-000;-23.517542300000002;-46.58912479999999;05543-000;-23.5906378;-46.7538945
03276-000;-23.5775878;-46.5484505;08371-000;-23.5992065;-46.4531857
05726-000;-23.6195342;-46.73485609999999;01235-000;-23.5376505;-46.66484089999999
04084-000;-23.612382800000002;-46.6644304;05445-000;-23.5519979;-46.6986396
01211-000;-23.534145600000002;-46.6524305;03371-000;-23.571301000000002;-46.548474
08220-000;-23.5367422;-46.46762400000001;05013-000;-23.537460999999997;-46.6680179
08240-000;-23.526460999999998;-46.4455459;05303-000;-23.528672699999998;-46.7297698
02730-000;-23.499448899999997;-46.6918675;04016-000;-23.5857094;-46.63831679999999
04917-000;-23.6891723;-46.74905829999999;03320-000;-23.546272899999998;-46.5641488
02808-000;-23.4697454;-46.7013179;01321-000;-23.561355499999998;-46.6406668
03962-000;-23.602214800000002;-46.4782441;01403-000;-23.569487300000002;-46.6541838
01223-000;-23.5461892;-46.64106470000001;04538-000;-23.590326899999997;-46.6804869
04711-000;-23.6333085;-46.6920369;03058-000;-23.537906399999997;-46.58828200000001
02021-000;-23.497902800000002;-46.6341765;03060-000;-23.539147600000003;-46.587587899999995
01545-000;-23.578236999999998;-46.6216472;02374-000;-23.4543488;-46.6235757
04821-000;-23.7261738;-46.6838141;05158-000;-23.489707;-46.758731299999994
05328-000;-23.5489128;-46.75570829999999;05374-000;-23.580112200000002;-46.76086420000001
04312-000;-23.6322804;-46.6313181;04140-000;-23.607492699999998;-46.633682799999995
04904-000;-23.6702544;-46.735504399999996;03460-000;-23.5667;-46.514519299999996
03693-000;-23.532216100000003;-46.4785658;03735-000;-23.508860300000002;-46.518986600000005
03215-000;-23.6082789;-46.5576499;04405-000;-23.667733899999998;-46.6554478
04142-000;-23.610857;-46.637623600000005;05427-000;-23.5648444;-46.6955237
08340-000;-23.5986079;-46.4644024;04313-000;-23.6395034;-46.6404461
08270-000;-23.5681771;-46.46865589999999;03923-000;-23.596624600000002;-46.511894500000004
04805-000;-23.7153858;-46.702532899999994;04427-000;-23.6787126;-46.6557375
09991-000;-23.6950005;-46.6128481;05444-000;-23.557202800000002;-46.6980057
04846-000;-23.7570314;-46.67657;03544-000;-23.5335928;-46.514794200000004
02632-000;-23.461447699999997;-46.64905529999999;04633-000;-23.6349683;-46.6652248
03322-000;-23.549224399999996;-46.56804279999999;03276-000;-23.5775878;-46.5484505
03694-000;-23.539846100000002;-46.47656629999999;02247-000;-23.4894914;-46.6004466
04184-000;-23.6496417;-46.599973;04524-000;-23.6074685;-46.66630929999999
03073-000;-23.532839000000003;-46.5574708;02072-000;-23.4999826;-46.6110152
08240-000;-23.526460999999998;-46.4455459;05634-000;-23.605718300000003;-46.7373273
05563-000;-23.6038396;-46.7835269;04548-000;-23.602414000000003;-46.6761701
04136-000;-23.6106845;-46.628035;01141-000;-23.569398899999996;-46.646620500000004
03112-000;-23.5497004;-46.5960461;04678-000;-23.6708901;-46.6807956
02280-000;-23.4569392;-46.5746468;04523-000;-23.604264699999998;-46.6648005
03288-000;-23.591558399999997;-46.5332368;04429-000;-23.6772503;-46.65981370000001
05335-000;-23.5512567;-46.7487855;02452-000;-23.503277999999998;-46.6421547
03425-000;-23.551069899999998;-46.53856649999999;05520-000;-23.589424800000003;-46.72932479999999
01311-000;-23.5699548;-46.6462049;04003-000;-23.5718181;-46.64868509999999
02632-000;-23.461447699999997;-46.64905529999999;04469-000;-23.693372399999998;-46.66898519999999
02558-000;-23.4962336;-46.673277399999996;03336-000;-23.5541189;-46.560647700000004
04155-000;-23.6328799;-46.6254447;03460-000;-23.5667;-46.514519299999996
04910-000;-23.6804108;-46.7342655;01307-000;-23.5549068;-46.6554605
03322-000;-23.549224399999996;-46.56804279999999;03169-000;-23.5566908;-46.594386799999995
02238-000;-23.4737967;-46.57378079999999;01405-000;-23.5636072;-46.653697799999996
04602-000;-23.624464899999996;-46.6834867;05060-000;-23.5322889;-46.713066600000005
03821-000;-23.4890401;-46.5030656;04752-000;-23.6510345;-46.7064288
03720-000;-23.501994;-46.532772200000004;05665-000;-23.6153961;-46.722271899999996
05848-000;-23.6585057;-46.7600597;02267-000;-23.478670899999997;-46.601213200000004
08330-000;-23.6104872;-46.4724283;03556-000;-23.540259;-46.5017115
03648-000;-23.526263600000004;-46.5262148;04195-000;-23.6569719;-46.61322879999999
03181-000;-23.561388600000004;-46.5876735;04294-000;-23.619147299999998;-46.6072005
05386-000;-23.5665628;-46.757668;05093-000;-23.517487600000003;-46.7184721
02316-000;-23.459405800000003;-46.5936069;03342-000;-23.561384699999998;-46.5608647
01552-000;-23.570689399999996;-46.6109932;05577-000;-23.577614699999998;-46.7243724
08042-000;-23.508967000000002;-46.4389261;01305-000;-23.5521026;-46.652651
03268-000;-23.5978343;-46.528580600000005;03421-000;-23.549727700000002;-46.544165899999996
05271-000;-23.4294505;-46.792615000000005;04346-000;-23.642082100000003;-46.6557623
04128-000;-23.6028727;-46.63165120000001;05705-000;-23.6190724;-46.71849829999999
04042-000;-23.6025765;-46.638046700000004;05639-000;-23.6091;-46.739991499999995
03547-000;-23.5406685;-46.513146500000005;04295-000;-23.6207086;-46.6056936
03223-000;-23.5888575;-46.562051000000004;08062-000;-23.5085486;-46.473481400000004
03121-000;-23.562102199999998;-46.5978592;02846-000;-23.463318899999997;-46.6958899
01552-000;-23.570689399999996;-46.6109932;04116-000;-23.59211;-46.6274492
05525-000;-23.6037435;-46.746636200000005;01313-000;-23.554765600000003;-46.64856530000001
01520-000;-23.559253899999998;-46.62073119999999;02802-000;-23.487966399999998;-46.6964938
04162-000;-23.6279659;-46.6132254;04560-000;-23.614009600000003;-46.683567100000005
02652-000;-23.4589495;-46.6536047;04784-000;-23.691764000000003;-46.71521729999999
03559-000;-23.5462937;-46.501357299999995;01238-000;-23.543557800000002;-46.6567873
01309-000;-23.5569581;-46.65896770000001;05060-000;-23.5322889;-46.713066600000005
03386-000;-23.580819199999997;-46.5276954;04531-000;-23.5810457;-46.675657799999996
02435-000;-23.480772199999997;-46.6384544;04349-000;-23.648220499999997;-46.642734000000004
05862-000;-23.661872;-46.7639005;02474-000;-23.477487300000004;-46.6544047
03817-000;-23.4923465;-46.493419200000005;01403-000;-23.569487300000002;-46.6541838
03621-000;-23.5209984;-46.52182140000001;03513-000;-23.5391078;-46.52408459999999
03240-000;-23.5998336;-46.548161900000004;02318-000;-23.449708899999997;-46.587312299999994
03424-000;-23.550636100000002;-46.540859000000005;05847-000;-23.653385500000002;-46.74905829999999
08265-000;-23.5723919;-46.452324700000005;03927-000;-23.6010841;-46.4991279
05171-000;-23.477853500000002;-46.747953100000004;02712-000;-23.5048684;-46.6757249
04051-000;-23.609478399999997;-46.6445877;03118-000;-23.5611123;-46.5961535
03380-000;-23.575588600000003;-46.5312685;04675-000;-23.6639287;-46.6916631
04538-000;-23.590326899999997;-46.6804869;02430-000;-23.4881882;-46.638236600000006
04918-000;-23.689047100000003;-46.7418047;03077-000;-23.5318311;-46.580305200000005
03874-000;-23.5118682;-46.495594700000005;03463-000;-23.572705199999998;-46.5279526
03737-000;-23.5074858;-46.513135;02556-000;-23.497881600000003;-46.6699305
04753-000;-23.651162;-46.7090565;02254-000;-23.480987600000002;-46.5928331
03677-000;-23.5155771;-46.49400439999999;02161-000;-23.494305100000002;-46.5718934
04016-000;-23.5857094;-46.63831679999999;04447-000;-23.692491699999998;-46.6611625
04537-000;-23.587918300000002;-46.6789831;03726-000;-23.5005901;-46.5133288
04618-000;-23.626813600000002;-46.67787740000001;04747-000;-23.6585775;-46.7031625
03089-000;-23.5371166;-46.558232200000006;04552-000;-23.5940202;-46.686024100000004
04348-000;-23.6460579;-46.6521581;03375-000;-23.5728204;-46.5504617
03263-000;-23.587513100000002;-46.54695770000001;03627-000;-23.511553;-46.505886
08430-000;-23.5309546;-46.4236882;01239-000;-23.5472361;-46.653796299999996
03316-000;-23.543055600000002;-46.56689;05303-000;-23.528672699999998;-46.7297698
03921-000;-23.5923018;-46.51660210000001;03201-000;-23.604634899999997;-46.568427899999996
02460-000;-23.491554500000003;-46.6364297;03446-000;-23.5501234;-46.5307307
03511-000;-23.535183800000002;-46.526491799999995;03322-000;-23.549224399999996;-46.56804279999999
03732-000;-23.509199399999996;-46.53335939999999;02925-000;-23.5008851;-46.69974939999999
05568-000;-23.5885835;-46.787078799999996;04039-000;-23.598478;-46.6399165
04438-000;-23.6759633;-46.6703307;03735-000;-23.508860300000002;-46.518986600000005
03425-000;-23.551069899999998;-46.53856649999999;05351-000;-23.5587451;-46.76027029999999
08280-000;-23.557155899999998;-46.466515799999996;03575-000;-23.554667499999997;-46.509836
02336-000;-23.4803;-46.617022999999996;05359-000;-23.571451999999997;-46.74390560000001
04140-000;-23.607492699999998;-46.633682799999995;05688-000;-23.611667100000002;-46.7064067
05033-000;-23.522723100000004;-46.690466;02374-000;-23.4543488;-46.6235757
03050-000;-23.544412;-46.612906200000005;04510-000;-23.594749800000002;-46.6663845
04167-000;-23.632881;-46.6125018;04184-000;-23.6496417;-46.599973
05351-000;-23.5587451;-46.76027029999999;05344-000;-23.5532322;-46.743224
01031-000;-23.5425893;-46.6346352;03373-000;-23.5748617;-46.5517619
04411-000;-23.6787527;-46.6467012;05042-000;-23.524913100000003;-46.6991169
03682-000;-23.519291100000004;-46.480892299999994;04330-000;-23.653177600000003;-46.645191
03944-000;-23.6014749;-46.493300899999994;01423-000;-23.567162;-46.658908700000005
02636-000;-23.4543475;-46.6451815;04543-000;-23.5901692;-46.68049370000001
05525-000;-23.6037435;-46.746636200000005;03948-000;-23.5877171;-46.4928016
01022-000;-23.5448448;-46.6334325;02873-000;-23.4568332;-46.6856701
03694-000;-23.539846100000002;-46.47656629999999;03365-000;-23.5692036;-46.539326
03661-000;-23.524941100000003;-46.501422999999996;02804-000;-23.4815593;-46.6997206
03821-000;-23.4890401;-46.5030656;01222-000;-23.5430134;-46.64113099999999
08280-000;-23.557155899999998;-46.466515799999996;05547-000;-23.5926815;-46.770151
04703-000;-23.6231763;-46.6888239;05043-000;-23.5254638;-46.6908605
08151-000;-23.5076249;-46.4044739;04571-000;-23.6069438;-46.6954541
02911-000;-23.5042812;-46.6973208;05131-000;-23.501592000000002;-46.7428037
03126-000;-23.581913;-46.59102439999999;03065-000;-23.5376468;-46.57929470000001
03343-000;-23.559357100000003;-46.5706352;03064-000;-23.535343700000002;-46.5830194
03405-000;-23.53969;-46.55275289999999;04693-000;-23.6760593;-46.686050200000004
03553-000;-23.5339879;-46.505422100000004;05726-000;-23.6195342;-46.73485609999999
03895-000;-23.5156784;-46.478682899999995;03242-000;-23.5971908;-46.5443367
03307-000;-23.5479038;-46.5734556;04065-000;-23.614537300000002;-46.65238979999999
03655-000;-23.5252385;-46.514720700000005;02315-000;-23.459854500000002;-46.601172999999996
05379-000;-23.5667101;-46.75392249999999;04431-000;-23.6873693;-46.6551845
03312-000;-23.5437272;-46.5614093;04536-000;-23.581433399999998;-46.6812093
03821-000;-23.4890401;-46.5030656;03084-000;-23.5320092;-46.5722508
03621-000;-23.5209984;-46.52182140000001;03153-000;-23.604634899999997;-46.568427899999996
02422-000;-23.4714684;-46.6371756;04674-000;-23.665025600000003;-46.686229
02375-000;-23.4523173;-46.6254553;04191-000;-23.6434982;-46.60392299999999
03660-000;-23.522018;-46.5093531;05054-000;-23.537184699999997;-46.7039458
04045-000;-23.609336300000002;-46.63780260000001;01310-000;-23.569398899999996;-46.646620500000004
01320-000;-23.5582104;-46.6391761;04911-000;-23.6779151;-46.743051
04634-000;-23.636908;-46.6687234;03306-000;-23.5453468;-46.57555439999999
05337-000;-23.5506872;-46.751465100000004;04649-000;-23.6525158;-46.6714789
03409-000;-23.5473124;-46.550220200000005;05036-000;-23.5163686;-46.6905783
04186-000;-23.644471399999997;-46.598017999999996;04618-000;-23.626813600000002;-46.67787740000001
03808-000;-23.4945771;-46.472845899999996;04296-000;-23.618373899999998;-46.6055364
03934-000;-23.590534100000003;-46.501667499999996;04693-000;-23.6760593;-46.686050200000004
02189-000;-23.508013300000002;-46.5689954;01258-000;-23.5419716;-46.6833904
05593-000;-23.5795587;-46.738398499999995;04635-000;-23.639214499999998;-46.6697131
03721-000;-23.504566600000004;-46.526903000000004;04214-000;-23.5937951;-46.601700799999996
04524-000;-23.6074685;-46.66630929999999;08160-000;-23.5034425;-46.4112724
05640-000;-23.611903100000003;-46.741200299999996;01525-000;-23.5638013;-46.6347974
01151-000;-23.5307826;-46.6569873;01548-000;-23.5788647;-46.6130809
04917-000;-23.6891723;-46.74905829999999;03415-000;-23.5615529;-46.5451773
05729-000;-23.6424848;-46.74137279999999;01030-000;-23.5405841;-46.6328129
03112-000;-23.5497004;-46.5960461;05620-000;-23.593232699999998;-46.72265529999999
04312-000;-23.6322804;-46.6313181;02071-000;-23.5036939;-46.609404600000005
02119-000;-23.517542300000002;-46.58912479999999;05348-000;-23.5446377;-46.73916010000001
02152-000;-23.4919543;-46.5845717;03314-000;-23.5387326;-46.56683029999999
03126-000;-23.581913;-46.59102439999999;04144-000;-23.6183866;-46.6354633
03677-000;-23.5155771;-46.49400439999999;01419-000;-23.5699548;-46.6462049
04314-000;-23.6354999;-46.6337305;01422-000;-23.566035999999997;-46.6586142
04054-000;-23.616044;-46.6429234;04187-000;-23.6486599;-46.592735600000005
04776-000;-23.6800642;-46.70624129999999;02436-000;-23.478164800000002;-46.6340228
02203-000;-23.4948753;-46.592417600000005;01326-000;-23.5527232;-46.6435752
03566-000;-23.5429352;-46.49400439999999;03113-000;-23.562102199999998;-46.5978592
03270-000;-23.6004604;-46.520452299999995;05044-000;-23.5265491;-46.694331700000006
03088-000;-23.5277432;-46.5611867;01231-000;-23.5393767;-46.6572466
03726-000;-23.5005901;-46.5133288;04331-000;-23.6542072;-46.6501245
03921-000;-23.5923018;-46.51660210000001;08431-000;-23.534172199999997;-46.424589399999995
02671-000;-23.4677562;-46.6647377;02920-000;-23.4911086;-46.7177239
